janela,rodada,cliente_id,selecionado,falhou,tempo_execucao,tamanho_lote,mse_treino,mse_teste
4,3,3,1,0,0.0,0,1.748388,0.0
4,3,4,1,0,0.0,0,2.933411,0.0
4,3,5,1,0,0.0,0,7.927476,0.0
4,3,8,1,0,0.0,0,2.862329,0.0
4,3,9,1,0,0.0,0,2.854528,0.0
4,4,0,1,0,9.7e-05,80,0.0,0.0
4,4,1,0,0,0.0,0,0.0,0.0
4,4,2,0,0,0.0,0,0.0,0.0
4,4,3,1,0,9.5e-05,80,0.0,0.0
4,4,4,1,0,9.4e-05,80,0.0,0.0
4,4,5,1,0,9.3e-05,60,0.0,0.0
4,4,6,1,0,9.3e-05,49,0.0,0.0
4,4,7,0,0,0.0,0,0.0,0.0
4,4,8,0,0,0.0,0,0.0,0.0
4,4,9,1,0,9.9e-05,80,0.0,0.0
4,4,0,1,0,0.0,0,2.184739,0.0
4,4,3,1,0,0.0,0,1.867642,0.0
4,4,4,1,0,0.0,0,2.604798,0.0
4,4,5,1,0,0.0,0,7.210575,0.0
4,4,6,1,0,0.0,0,5.755741,0.0
4,4,9,1,0,0.0,0,3.038376,0.0
4,5,0,1,0,9.3e-05,80,0.0,0.0
4,5,1,0,0,0.0,0,0.0,0.0
4,5,2,1,1,0.0,0,0.0,0.0
